id	title	frequency	units
CEU5553100001	All Employees, Real Estate	Monthly	Thousands of Persons
CEU5553200001	All Employees, Rental and Leasing Services	Monthly	Thousands of Persons
CEU5553300001	All Employees, Lessors of Nonfinancial Intangible Assets	Monthly	Thousands of Persons
A001RD3A086NBEA	Gross national product (implicit price deflator)	Annual	Index 2012=100
A001RG3A086NBEA	Gross national product (chain-type price index)	Annual	Index 2012=100
A001RI1A225NBEA	Gross National Product: Implicit Price Deflator	Annual	Percent Change from Preceding Period
A001RI1Q225SBEA	Gross National Product: Implicit Price Deflator	Quarterly	Percent Change from Preceding Period
A001RL1A225NBEA	Real Gross National Product	Annual	Percent Change from Preceding Period
A001RL1Q225SBEA	Real Gross National Product	Quarterly	Percent Change from Preceding Period
A001RO1Q156NBEA	Real Gross National Product	Quarterly	Percent Change from Quarter One Year Ago
A001RP1A027NBEA	Gross National Product	Annual	Percent Change from Preceding Period
A001RP1Q027SBEA	Gross National Product	Quarterly	Percent Change from Preceding Period
A001RV1A225NBEA	Gross National Product (chain-type price index)	Annual	Percent Change from Preceding Period
A001RV1Q225SBEA	Gross National Product (chain-type price index)	Quarterly	Percent Change from Preceding Period
A006RA3A086NBEA	Real gross private domestic investment (chain-type quantity index)	Annual	Index 2012=100
A006RA3Q086SBEA	Real gross private domestic investment (chain-type quantity index)	Quarterly	Index 2012=100
A006RD3A086NBEA	Gross private domestic investment (implicit price deflator)	Annual	Index 2012=100
A006RD3Q086SBEA	Gross private domestic investment (implicit price deflator)	Quarterly	Index 2012=100
A006RE1A156NBEA	Shares of gross domestic product: Gross private domestic investment	Annual	Percent
A006RE1Q156NBEA	Shares of gross domestic product: Gross private domestic investment	Quarterly	Percent
A006RJ2A224NBEA	Contributions to percent change in gross domestic product price index: Gross private domestic investment	Annual	Percentage Points at Annual Rate
A006RJ2Q224SBEA	Contributions to percent change in gross domestic product price index: Gross private domestic investment	Quarterly	Percentage Points at Annual Rate
A006RL1A225NBEA	Real Gross Private Domestic Investment	Annual	Percent Change from Preceding Period
A006RL1Q225SBEA	Real Gross Private Domestic Investment	Quarterly	Percent Change from Preceding Period
A006RS2A224NBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment	Annual	Percentage Points at Annual Rate
A006RS2Q224SBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment	Quarterly	Percentage Points at Annual Rate
A006RV1A225NBEA	Gross Private Domestic Investment (chain-type price index)	Annual	Percent Change from Preceding Period
A006RV1Q225SBEA	Gross Private Domestic Investment (chain-type price index)	Quarterly	Percent Change from Preceding Period
A006RY2A224NBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment	Annual	Percentage Points at Annual Rate
A006RY2Q224SBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment	Quarterly	Percentage Points at Annual Rate
A007RA3A086NBEA	Real fixed investment (chain-type quantity index)	Annual	Index 2012=100
A007RA3Q086SBEA	Real gross private domestic investment: Fixed investment (chain-type quantity index)	Quarterly	Index 2012=100
A007RD3A086NBEA	Gross private domestic investment: Fixed investment (implicit price deflator)	Annual	Index 2012=100
A007RD3Q086SBEA	Gross private domestic investment: Fixed investment (implicit price deflator)	Quarterly	Index 2012=100
A007RE1A156NBEA	Shares of gross domestic product: Gross private domestic investment: Fixed investment	Annual	Percent
A007RE1Q156NBEA	Shares of gross domestic product: Gross private domestic investment: Fixed investment	Quarterly	Percent
A007RJ2A224NBEA	Contributions to percent change in gross domestic product price index: Gross private domestic investment: Fixed investment	Annual	Percentage Points at Annual Rate
A007RJ2Q224SBEA	Contributions to percent change in gross domestic product price index: Gross private domestic investment: Fixed investment	Quarterly	Percentage Points at Annual Rate
A007RL1A225NBEA	Real Gross Private Domestic Investment: Fixed Investment	Annual	Percent Change from Preceding Period
A007RL1Q225SBEA	Real Gross Private Domestic Investment: Fixed Investment	Quarterly	Percent Change from Preceding Period
A007RO1Q156NBEA	Real Gross Private Domestic Investment: Fixed Investment	Quarterly	Percent Change from Quarter One Year Ago
A007RS2A224NBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment: Fixed investment	Annual	Percentage Points at Annual Rate
A007RS2Q224SBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment: Fixed investment	Quarterly	Percentage Points at Annual Rate
A007RV1A225NBEA	Gross Private Domestic Investment: Fixed Investment (chain-type price index)	Annual	Percent Change from Preceding Period
A007RV1Q225SBEA	Gross Private Domestic Investment: Fixed Investment (chain-type price index)	Quarterly	Percent Change from Preceding Period
A007RY2A224NBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment: Fixed investment	Annual	Percentage Points at Annual Rate
A007RY2Q224SBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment: Fixed investment	Quarterly	Percentage Points at Annual Rate
A008RA3A086NBEA	Real net fixed investment: Nonresidential (chain-type quantity index)	Annual	Index 2012=100
A008RA3Q086SBEA	Real gross private domestic investment: Fixed investment: Nonresidential (chain-type quantity index)	Quarterly	Index 2012=100
A008RD3A086NBEA	Gross private domestic investment: Fixed investment: Nonresidential (implicit price deflator)	Annual	Index 2012=100
A008RD3Q086SBEA	Gross private domestic investment: Fixed investment: Nonresidential (implicit price deflator)	Quarterly	Index 2012=100
A008RE1A156NBEA	Shares of gross domestic product: Gross private domestic investment: Fixed investment: Nonresidential	Annual	Percent
A008RE1Q156NBEA	Shares of gross domestic product: Gross private domestic investment: Fixed investment: Nonresidential	Quarterly	Percent
A008RJ2A224NBEA	Contributions to percent change in gross domestic product price index: Gross private domestic investment: Fixed investment: Nonresidential	Annual	Percentage Points at Annual Rate
A008RJ2Q224SBEA	Contributions to percent change in gross domestic product price index: Gross private domestic investment: Fixed investment: Nonresidential	Quarterly	Percentage Points at Annual Rate
A008RL1A225NBEA	Real Gross Private Domestic Investment: Fixed Investment: Nonresidential	Annual	Percent Change from Preceding Period
A008RL1Q225SBEA	Real Gross Private Domestic Investment: Fixed Investment: Nonresidential	Quarterly	Percent Change from Preceding Period
A008RO1Q156NBEA	Real Gross Private Domestic Investment: Fixed Investment: Nonresidential	Quarterly	Percent Change from Quarter One Year Ago
A008RS2A224NBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment: Fixed investment: Nonresidential	Annual	Percentage Points at Annual Rate
A008RS2Q224SBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment: Fixed investment: Nonresidential	Quarterly	Percentage Points at Annual Rate
A008RV1A225NBEA	Gross Private Domestic Investment: Fixed Investment: Nonresidential (chain-type price index)	Annual	Percent Change from Preceding Period
A008RV1Q225SBEA	Gross Private Domestic Investment: Fixed Investment: Nonresidential (chain-type price index)	Quarterly	Percent Change from Preceding Period
A008RY2A224NBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment: Fixed investment: Nonresidential	Annual	Percentage Points at Annual Rate
A008RY2Q224SBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment: Fixed investment: Nonresidential	Quarterly	Percentage Points at Annual Rate
A008RZ2A224NBEA	Contributions to percent change in real private fixed investment: Nonresidential	Annual	Percentage Points at Annual Rate
A008RZ2Q224SBEA	Contributions to percent change in real private fixed investment: Nonresidential	Quarterly	Percentage Points at Annual Rate
A009RD3A086NBEA	Gross private domestic investment: Fixed investment: Nonresidential: Structures (implicit price deflator)	Annual	Index 2012=100
A009RD3Q086SBEA	Gross private domestic investment: Fixed investment: Nonresidential: Structures (implicit price deflator)	Quarterly	Index 2012=100
A009RL1A225NBEA	Real Gross Private Domestic Investment: Fixed Investment: Nonresidential: Structures	Annual	Percent Change from Preceding Period
A009RL1Q225SBEA	Real Gross Private Domestic Investment: Fixed Investment: Nonresidential: Structures	Quarterly	Percent Change from Preceding Period
A009RO1Q156NBEA	Real Gross Private Domestic Investment: Fixed Investment: Nonresidential: Structures	Quarterly	Percent Change from Quarter One Year Ago
A009RS2A224NBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment: Fixed investment: Nonresidential: Structures	Annual	Percentage Points at Annual Rate
A009RS2Q224SBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment: Fixed investment: Nonresidential: Structures	Quarterly	Percentage Points at Annual Rate
A009RV1A225NBEA	Gross Private Domestic Investment: Fixed Investment: Nonresidential: Structures (chain-type price index)	Annual	Percent Change from Preceding Period
A009RV1Q225SBEA	Gross Private Domestic Investment: Fixed Investment: Nonresidential: Structures (chain-type price index)	Quarterly	Percent Change from Preceding Period
A009RY2A224NBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment: Fixed investment: Nonresidential: Structures	Annual	Percentage Points at Annual Rate
A009RY2Q224SBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment: Fixed investment: Nonresidential: Structures	Quarterly	Percentage Points at Annual Rate
A010RD3A086NBEA	Gross private domestic investment: Fixed investment: Nonresidential: Equipment and software (implicit price deflator) (DISCONTINUED)	Annual	Index 2005=100
A010RD3Q086SBEA	Gross private domestic investment: Fixed investment: Nonresidential: Equipment and software (implicit price deflator) (DISCONTINUED)	Quarterly	Index 2005=100
A010RS2A224NBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment: Fixed investment: Nonresidential: Equipment and software (DISCONTINUED)	Annual	Percentage Points at Annual Rate
A010RS2Q224SBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment: Fixed investment: Nonresidential: Equipment and software (DISCONTINUED)	Quarterly	Percentage Points at Annual Rate
A010RY2A224NBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment: Fixed investment: Nonresidential: Equipment and software (DISCONTINUED)	Annual	Percentage Points at Annual Rate
A010RY2Q224SBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment: Fixed investment: Nonresidential: Equipment and software (DISCONTINUED)	Quarterly	Percentage Points at Annual Rate
A011RA3A086NBEA	Real net fixed investment: Residential (chain-type quantity index)	Annual	Index 2012=100
A011RA3Q086SBEA	Real gross private domestic investment: Fixed investment: Residential (chain-type quantity index)	Quarterly	Index 2012=100
A011RD3A086NBEA	Gross private domestic investment: Fixed investment: Residential (implicit price deflator)	Annual	Index 2012=100
A011RD3Q086SBEA	Gross private domestic investment: Fixed investment: Residential (implicit price deflator)	Quarterly	Index 2012=100
A011RE1A156NBEA	Shares of gross domestic product: Gross private domestic investment: Fixed investment: Residential	Annual	Percent
A011RE1Q156NBEA	Shares of gross domestic product: Gross private domestic investment: Fixed investment: Residential	Quarterly	Percent
A011RJ2A224NBEA	Contributions to percent change in gross domestic product price index: Gross private domestic investment: Fixed investment: Residential	Annual	Percentage Points at Annual Rate
A011RJ2Q224SBEA	Contributions to percent change in gross domestic product price index: Gross private domestic investment: Fixed investment: Residential	Quarterly	Percentage Points at Annual Rate
A011RL1A225NBEA	Real Gross Private Domestic Investment: Fixed Investment: Residential	Annual	Percent Change from Preceding Period
A011RL1Q225SBEA	Real Gross Private Domestic Investment: Fixed Investment: Residential	Quarterly	Percent Change from Preceding Period
A011RO1Q156NBEA	Real Gross Private Domestic Investment: Fixed Investment: Residential	Quarterly	Percent Change from Quarter One Year Ago
A011RS2A224NBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment: Fixed investment: Residential	Annual	Percentage Points at Annual Rate
A011RS2Q224SBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment: Fixed investment: Residential	Quarterly	Percentage Points at Annual Rate
A011RV1A225NBEA	Gross Private Domestic Investment: Fixed Investment: Residential (chain-type price index)	Annual	Percent Change from Preceding Period
A011RV1Q225SBEA	Gross Private Domestic Investment: Fixed Investment: Residential (chain-type price index)	Quarterly	Percent Change from Preceding Period
A011RY2A224NBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment: Fixed investment: Residential	Annual	Percentage Points at Annual Rate
A011RY2Q224SBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment: Fixed investment: Residential	Quarterly	Percentage Points at Annual Rate
A011RZ2A224NBEA	Contributions to percent change in real private fixed investment: Residential	Annual	Percentage Points at Annual Rate
A011RZ2Q224SBEA	Contributions to percent change in real private fixed investment: Residential	Quarterly	Percentage Points at Annual Rate
A012RC1A027NBEA	Private fixed investment: Residential: Structures	Annual	Billions of Dollars
A012RC1Q027SBEA	Private fixed investment: Residential: Structures	Quarterly	Billions of Dollars
A012RL1A225NBEA	Real Private Fixed Investment: Residential: Structures	Annual	Percent Change from Preceding Period
A012RL1Q225SBEA	Real Private Fixed Investment: Residential: Structures	Quarterly	Percent Change from Preceding Period
A012RW2A224NBEA	Contributions to percent change in real private fixed investment in structures: Residential	Annual	Percentage Points at Annual Rate
A012RX1A020NBEA	Real private fixed investment: Residential: Structures	Annual	Billions of Chained 2012 Dollars
A012RX1Q020SBEA	Real private fixed investment: Residential: Structures	Quarterly	Billions of Chained 2012 Dollars
A012RZ2A224NBEA	Contributions to percent change in real private fixed investment: Residential: Structures	Annual	Percentage Points at Annual Rate
A012RZ2Q224SBEA	Contributions to percent change in real private fixed investment: Residential: Structures	Quarterly	Percentage Points at Annual Rate
A014RE1A156NBEA	Shares of gross domestic product: Gross private domestic investment: Change in private inventories	Annual	Percent
A014RE1Q156NBEA	Shares of gross domestic product: Gross private domestic investment: Change in private inventories	Quarterly	Percent
A014RJ2A224NBEA	Contributions to percent change in gross domestic product price index: Gross private domestic investment: Change in private inventories	Annual	Percentage Points at Annual Rate
A014RJ2Q224SBEA	Contributions to percent change in gross domestic product price index: Gross private domestic investment: Change in private inventories	Quarterly	Percentage Points at Annual Rate
A014RS2A224NBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment: Change in private inventories	Annual	Percentage Points at Annual Rate
A014RS2Q224SBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment: Change in private inventories	Quarterly	Percentage Points at Annual Rate
A014RY2A224NBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment: Change in private inventories	Annual	Percentage Points at Annual Rate
A014RY2Q224SBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment: Change in private inventories	Quarterly	Percentage Points at Annual Rate
A015RC1A027NBEA	Change in private inventories: Nonfarm	Annual	Billions of Dollars
A015RC1Q027SBEA	Change in private inventories: Nonfarm	Quarterly	Billions of Dollars
A015RS2A224NBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment: Change in private inventories: Nonfarm	Annual	Percentage Points at Annual Rate
A015RS2Q224SBEA	Contributions to percent change in gross domestic purchases: Gross private domestic investment: Change in private inventories: Nonfarm	Quarterly	Percentage Points at Annual Rate
A015RX1A020NBEA	Real gross private domestic investment: Change in private inventories: Nonfarm	Annual	Billions of Chained 2012 Dollars
A015RX1Q020SBEA	Real gross private domestic investment: Change in private inventories: Nonfarm	Quarterly	Billions of Chained 2012 Dollars
A015RY2A224NBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment: Change in private inventories: Nonfarm	Annual	Percentage Points at Annual Rate
A015RY2Q224SBEA	Contributions to percent change in real gross domestic product: Gross private domestic investment: Change in private inventories: Nonfarm	Quarterly	Percentage Points at Annual Rate
A019RC1A027NBEA	Net exports of goods and services	Annual	Billions of Dollars
A019RE1A156NBEA	Shares of gross domestic product: Net exports of goods and services	Annual	Percent
A019RE1Q156NBEA	Shares of gross domestic product: Net exports of goods and services	Quarterly	Percent
A019RJ2A224NBEA	Contributions to percent change in gross domestic product price index: Net exports of goods and services	Annual	Percentage Points at Annual Rate
A019RJ2Q224SBEA	Contributions to percent change in gross domestic product price index: Net exports of goods and services	Quarterly	Percentage Points at Annual Rate
A019RX1A020NBEA	Real net exports of goods and services	Annual	Billions of Chained 2012 Dollars
A019RY2A224NBEA	Contributions to percent change in real gross domestic product: Net exports of goods and services	Annual	Percentage Points at Annual Rate
A019RY2Q224SBEA	Contributions to percent change in real gross domestic product: Net exports of goods and services	Quarterly	Percentage Points at Annual Rate
A020RD3A086NBEA	Exports of goods and services (implicit price deflator)	Annual	Index 2012=100
A020RD3Q086SBEA	Exports of goods and services (implicit price deflator)	Quarterly	Index 2012=100
A020RJ2A224NBEA	Contributions to percent change in gross domestic product price index: Exports of goods and services	Annual	Percentage Points at Annual Rate
A020RJ2Q224SBEA	Contributions to percent change in gross domestic product price index: Exports of goods and services	Quarterly	Percentage Points at Annual Rate
A020RL1A158NBEA	Real Exports of Goods and Services	Annual	Percent Change from Preceding Period
A020RL1Q158SBEA	Real Exports of Goods and Services	Quarterly	Percent Change from Preceding Period
A020RO1Q156NBEA	Real Exports of Goods and Services	Quarterly	Percent Change from Quarter One Year Ago
A020RV1A225NBEA	Exports of Goods and Services (chain-type price index)	Annual	Percent Change from Preceding Period
A020RV1Q225SBEA	Exports of Goods and Services (chain-type price index)	Quarterly	Percent Change from Preceding Period
A020RY2A224NBEA	Contributions to percent change in real gross domestic product: Exports of goods and services	Annual	Percentage Points at Annual Rate
A020RY2Q224SBEA	Contributions to percent change in real gross domestic product: Exports of goods and services	Quarterly	Percentage Points at Annual Rate
A021RD3A086NBEA	Imports of goods and services (implicit price deflator)	Annual	Index 2012=100
A021RD3Q086SBEA	Imports of goods and services (implicit price deflator)	Quarterly	Index 2012=100
A021RJ2A224NBEA	Contributions to percent change in gross domestic product price index: Imports of goods and services	Annual	Percentage Points at Annual Rate
A021RJ2Q224SBEA	Contributions to percent change in gross domestic product price index: Imports of goods and services	Quarterly	Percentage Points at Annual Rate
A021RL1A158NBEA	Real Imports of Goods and Services	Annual	Percent Change from Preceding Period
A021RL1Q158SBEA	Real Imports of Goods and Services	Quarterly	Percent Change from Preceding Period
A021RO1Q156NBEA	Real Imports of Goods and Services	Quarterly	Percent Change from Quarter One Year Ago
A021RV1A225NBEA	Imports of Goods and Services (chain-type price index)	Annual	Percent Change from Preceding Period
A021RV1Q225SBEA	Imports of Goods and Services (chain-type price index)	Quarterly	Percent Change from Preceding Period
A021RY2A224NBEA	Contributions to percent change in real gross domestic product: Imports of goods and services	Annual	Percentage Points at Annual Rate
A021RY2Q224SBEA	Contributions to percent change in real gross domestic product: Imports of goods and services	Quarterly	Percentage Points at Annual Rate
A023RC1A027NBEA	Gross national income	Annual	Billions of Dollars
A023RC1Q027SBEA	Gross national income	Quarterly	Billions of Dollars
A023RL1A225NBEA	Real Gross National Income	Annual	Percent Change from Preceding Period
A023RL1Q225SBEA	Real Gross National Income	Quarterly	Percent Change from Preceding Period
A023RX1A020NBEA	Real gross national income	Annual	Billions of Chained 2012 Dollars
A023RX1Q020SBEA	Real gross national income	Quarterly	Billions of Chained 2012 Dollars
A024RA3A086NBEA	Real consumption of fixed capital: Private (chain-type quantity index)	Annual	Index 2012=100
A024RA3Q086SBEA	Real consumption of fixed capital: Private (chain-type quantity index)	Quarterly	Index 2012=100
A024RC1A027NBEA	Consumption of fixed capital: Private	Annual	Billions of Dollars
A024RC1Q027SBEA	Consumption of fixed capital: Private	Quarterly	Billions of Dollars
A024RE1A156NBEA	Shares of gross domestic income: Consumption of fixed capital: Private	Annual	Percent
A024RG3A086NBEA	Consumption of fixed capital: Private (chain-type price index)	Annual	Index 2012=100
A024RG3Q086SBEA	Consumption of fixed capital: Private (chain-type price index)	Quarterly	Index 2012=100
A024RL1A225NBEA	Real Consumption of Fixed Capital: Private	Annual	Percent Change from Preceding Period
A024RL1Q225SBEA	Real Consumption of Fixed Capital: Private	Quarterly	Percent Change from Preceding Period
A024RX1A020NBEA	Real consumption of fixed capital: Private	Annual	Billions of Chained 2012 Dollars
A024RX1Q020SBEA	Real consumption of fixed capital: Private	Quarterly	Billions of Chained 2012 Dollars
A027RA3A086NBEA	Real net national product (chain-type quantity index)	Annual	Index 2012=100
A027RA3Q086SBEA	Real net national product (chain-type quantity index)	Quarterly	Index 2012=100
A027RC1A027NBEA	Net national product	Annual	Billions of Dollars
A027RC1Q027SBEA	Net national product	Quarterly	Billions of Dollars
A027RG3A086NBEA	Net national product (chain-type price index)	Annual	Index 2012=100
A027RG3Q086SBEA	Net national product (chain-type price index)	Quarterly	Index 2012=100
A027RL1A225NBEA	Real Net National Product	Annual	Percent Change from Preceding Period
A027RL1Q225SBEA	Real Net National Product	Quarterly	Percent Change from Preceding Period
A027RX1A020NBEA	Real net national product	Annual	Billions of Chained 2012 Dollars
A027RX1Q020SBEA	Real net national product	Quarterly	Billions of Chained 2012 Dollars
A030RC1A027NBEA	Net lending or net borrowing (-), NIPAs: Government: Statistical discrepancy	Annual	Billions of Dollars
A030RC1Q027SBEA	Net lending or net borrowing (-), NIPAs: Government: Statistical discrepancy	Quarterly	Billions of Dollars
A032RC1A027NBEA	National income	Annual	Billions of Dollars
A033RC0A144NBEA	National income: Compensation of employees (DISCONTINUED)	Annual	Millions of Dollars
A033RC1A027NBEA	National income: Compensation of employees	Annual	Billions of Dollars
A034RC0A144NBEA	National income: Compensation of employees: Wages and salaries (DISCONTINUED)	Annual	Millions of Dollars
A034RC1A027NBEA	National income: Compensation of employees: Wages and salaries	Annual	Billions of Dollars
A038RC1A027NBEA	Compensation of employees: Supplements to wages and salaries	Annual	Billions of Dollars
A038RC1Q027SBEA	Compensation of employees: Supplements to wages and salaries	Quarterly	Billions of Dollars
A038RE1A156NBEA	Shares of gross domestic income: Compensation of employees, paid: Supplements to wages and salaries	Annual	Percent
A041RC1A027NBEA	Proprietors' income with inventory valuation and capital consumption adjustments	Annual	Billions of Dollars
A041RE1A156NBEA	Shares of gross domestic income: Net operating surplus: Private enterprises: Proprietors' income with inventory valuation and capital consumption adjustments	Annual	Percent
A043RC1A027NBEA	National income: Proprietors' income with IVA: Farm	Annual	Billions of Dollars
A043RC1Q027SBEA	National income: Proprietors' income with IVA: Farm	Quarterly	Billions of Dollars
A045RC1A027NBEA	Proprietors' income with inventory valuation and capital consumption adjustments: Nonfarm	Annual	Billions of Dollars
A045RC1Q027SBEA	Proprietors' income with inventory valuation and capital consumption adjustments: Nonfarm	Quarterly	Billions of Dollars
A048RC1A027NBEA	Rental income of persons with capital consumption adjustment	Annual	Billions of Dollars
A048RE1A156NBEA	Shares of gross domestic income: Net operating surplus: Private enterprises: Rental income of persons with capital consumption adjustment	Annual	Percent
A051RC1A027NBEA	Corporate profits with inventory valuation and capital consumption adjustments	Annual	Billions of Dollars
A052RC1A027NBEA	Corporate profits with inventory valuation adjustment	Annual	Billions of Dollars
A052RC1Q027SBEA	Corporate profits with inventory valuation adjustment	Quarterly	Billions of Dollars
A053RC0A144NBEA	Corporate profits: Profits before taxes, NIPAs (DISCONTINUED)	Annual	Millions of Dollars
A053RC1A027NBEA	Corporate profits: Profits before taxes, NIPAs	Annual	Billions of Dollars
A053RC1Q027SBEA	National income: Corporate profits before tax (without IVA and CCAdj)	Quarterly	Billions of Dollars
A054RC0A144NBEA	Taxes on corporate income, NIPAs (DISCONTINUED)	Annual	Millions of Dollars
A054RC1A027NBEA	Taxes on corporate income, NIPAs	Annual	Billions of Dollars
A054RC1Q027SBEA	Gross domestic income: Corporate profits with inventory valuation and capital consumption adjustments, domestic industries: Taxes on corporate income	Quarterly	Billions of Dollars
A054RE1A156NBEA	Shares of gross domestic income: Corporate profits with inventory valuation and capital consumption adjustments, domestic industries: Taxes on corporate income	Annual	Percent
A055RC0A144NBEA	Corporate profits: Profits after tax, NIPAs (DISCONTINUED)	Annual	Millions of Dollars
A055RC1A027NBEA	Corporate profits: Profits after tax, NIPAs	Annual	Billions of Dollars
A059RC1A027NBEA	Net private saving: Domestic business: Capital consumption adjustment, corporate	Annual	Billions of Dollars
A061RC1A027NBEA	Contributions for government social insurance, domestic	Annual	Billions of Dollars
A061RC1Q027SBEA	Contributions for government social insurance, domestic	Quarterly	Billions of Dollars
A062RC1A027NBEA	Corporate profits with inventory valuation and capital consumption adjustments: Wage accruals less disbursements (DISCONTINUED)	Annual	Billions of Dollars
A062RC1Q027SBEA	Corporate profits with inventory valuation and capital consumption adjustments: Wage accruals less disbursements (DISCONTINUED)	Quarterly	Billions of Dollars
A062RE1A156NBEA	Shares of gross domestic income: Compensation of employees, paid: Wage and salary accruals: Wage accruals less disbursements (DISCONTINUED)	Annual	Percent
A063RC1A027NBEA	Personal current transfer receipts: Government social benefits to persons	Annual	Billions of Dollars
A063RC1Q027SBEA	Personal current transfer receipts: Government social benefits to persons	Quarterly	Billions of Dollars
A064RC1A027NBEA	Personal income receipts on assets: Personal interest income	Annual	Billions of Dollars
A064RC1Q027SBEA	Personal income receipts on assets: Personal interest income	Quarterly	Billions of Dollars
A065RC1A027NBEA	Personal income	Annual	Billions of Dollars
A067RC1A027NBEA	Disposable personal income	Annual	Billions of Dollars
A067RL1A156NBEA	Real Disposable Personal Income	Annual	Percent Change from Preceding Period
A067RL1Q156SBEA	Real Disposable Personal Income	Quarterly	Percent Change from Preceding Period
A067RO1Q156NBEA	Real Disposable Personal Income	Quarterly	Percent Change from Quarter One Year Ago
A067RP1A027NBEA	Disposable Personal Income	Annual	Percent Change from Preceding Period
A067RP1Q027SBEA	Disposable Personal Income	Quarterly	Percent Change from Preceding Period
A067RX1A020NBEA	Real disposable personal income	Annual	Billions of Chained 2012 Dollars
A068RC1A027NBEA	Personal outlays	Annual	Billions of Dollars
A068RC1Q027SBEA	Personal outlays	Quarterly	Billions of Dollars
A071RC1A027NBEA	Personal saving	Annual	Billions of Dollars
A072RC1A156NBEA	Personal saving as a percentage of disposable personal income	Annual	Percent
A072RC1Q156SBEA	Personal saving as a percentage of disposable personal income	Quarterly	Percent
A074RC1A027NBEA	Federal government current tax receipts: Personal current taxes	Annual	Billions of Dollars
A074RC1Q027SBEA	Federal government current tax receipts: Personal current taxes	Quarterly	Billions of Dollars
A074RU1Q027NBEA	Federal government current tax receipts: Personal current taxes (DISCONTINUED)	Quarterly	Billions of Dollars
A084RC1A027NBEA	Government current transfer payments	Annual	Billions of Dollars
A084RC1Q027SBEA	Government current transfer payments	Quarterly	Billions of Dollars
A085RC1A027NBEA	Net interest (paid and received) paid by government	Annual	Billions of Dollars
A091RC1A027NBEA	Monetary interest paid: Government: Federal	Annual	Billions of Dollars
A091RC1Q027SBEA	Federal government current expenditures: Interest payments	Quarterly	Billions of Dollars
A091RU1Q027NBEA	Federal government current expenditures: Interest payments (DISCONTINUED)	Quarterly	Billions of Dollars
A1024C1A027NBEA	Farm output: Net operating surplus: Proprietors' income and corporate profits with inventory valuation and capital consumption adjustments	Annual	Billions of Dollars
A1028C1A027NBEA	Gross housing value added: Consumption of fixed capital	Annual	Billions of Dollars
A1072C1A027NBEA	Net exports of goods and services and net receipts of income, NIPAs	Annual	Billions of Dollars
A1073C1A027NBEA	Exports of goods and services and income receipts, NIPAs	Annual	Billions of Dollars
A1073C1Q027SBEA	Current receipts from the rest of the world	Quarterly	Billions of Dollars
A1074C1A027NBEA	Imports of goods and services and income payments, NIPAs	Annual	Billions of Dollars
A107RE1A156NBEA	Shares of gross domestic income: Subsidies	Annual	Percent
A108RC1A027NBEA	Current surplus of government enterprises	Annual	Billions of Dollars
A108RC1Q027SBEA	Current surplus of government enterprises	Quarterly	Billions of Dollars
A108RE1A156NBEA	Shares of gross domestic income: Current surplus of government enterprises	Annual	Percent
A1100C1A027NBEA	Monetary interest paid: Domestic: Corporate business: Financial	Annual	Billions of Dollars
A1147C1A027NBEA	Depositor and insurance services: Imputed interest received: Households: Persons	Annual	Billions of Dollars
A120RC1A027NBEA	Current receipts from the rest of the world (DISCONTINUED)	Annual	Billions of Dollars
A120RC1Q027SBEA	Current receipts from the rest of the world (DISCONTINUED)	Quarterly	Billions of Dollars
A123RC1A027NBEA	Current taxes and transfer payments to the rest of the world (net)	Annual	Billions of Dollars
A123RC1Q027SBEA	Current taxes and transfer payments to the rest of the world (net)	Quarterly	Billions of Dollars
A124RC1A027NBEA	Balance on current account, NIPAs	Annual	Billions of Dollars
A126RC1A027NBEA	Gross private saving	Annual	Billions of Dollars
A127RC1A027NBEA	Net private saving: Domestic business	Annual	Billions of Dollars
